"","Date","HomeTeam","AwayTeam","FTHG","FTAG","Stadium name","Capacity","Latitude","Longitude"
"341","1/5/2017","Watford","Liverpool",0,1,"Vicarage Road","17,477",51.6498,-0.401569
"342","21/05/2017","Watford","Man City",0,5,"Vicarage Road","17,477",51.6498,-0.401569
"343","20/08/2016","West Brom","Everton",1,2,"The Hawthorns","26,272",52.509,-1.96418
"344","28/08/2016","West Brom","Middlesbrough",0,0,"The Hawthorns","26,272",52.509,-1.96418
"345","17/09/2016","West Brom","West Ham",4,2,"The Hawthorns","26,272",52.509,-1.96418
"346","15/10/2016","West Brom","Tottenham",1,1,"The Hawthorns","26,272",52.509,-1.96418
"347","29/10/2016","West Brom","Man City",0,4,"The Hawthorns","26,272",52.509,-1.96418
"348","21/11/2016","West Brom","Burnley",4,0,"The Hawthorns","26,272",52.509,-1.96418
"349","3/12/2016","West Brom","Watford",3,1,"The Hawthorns","26,272",52.509,-1.96418
"350","14/12/2016","West Brom","Swansea",3,1,"The Hawthorns","26,272",52.509,-1.96418
"351","17/12/2016","West Brom","Man United",0,2,"The Hawthorns","26,272",52.509,-1.96418
"352","2/1/2017","West Brom","Hull",3,1,"The Hawthorns","26,272",52.509,-1.96418
"353","21/01/2017","West Brom","Sunderland",2,0,"The Hawthorns","26,272",52.509,-1.96418
"354","4/2/2017","West Brom","Stoke",1,0,"The Hawthorns","26,272",52.509,-1.96418
"355","25/02/2017","West Brom","Bournemouth",2,1,"The Hawthorns","26,272",52.509,-1.96418
"356","4/3/2017","West Brom","Crystal Palace",0,2,"The Hawthorns","26,272",52.509,-1.96418
"357","18/03/2017","West Brom","Arsenal",3,1,"The Hawthorns","26,272",52.509,-1.96418
"358","8/4/2017","West Brom","Southampton",0,1,"The Hawthorns","26,272",52.509,-1.96418
"359","16/04/2017","West Brom","Liverpool",0,1,"The Hawthorns","26,272",52.509,-1.96418
"360","29/04/2017","West Brom","Leicester",0,1,"The Hawthorns","26,272",52.509,-1.96418
"361","12/5/2017","West Brom","Chelsea",0,1,"The Hawthorns","26,272",52.509,-1.96418
"362","21/08/2016","West Ham","Bournemouth",1,0,"Olympic Stadium","60,000",51.5383,-0.016587
"363","10/9/2016","West Ham","Watford",2,4,"Olympic Stadium","60,000",51.5383,-0.016587
"364","25/09/2016","West Ham","Southampton",0,3,"Olympic Stadium","60,000",51.5383,-0.016587
"365","1/10/2016","West Ham","Middlesbrough",1,1,"Olympic Stadium","60,000",51.5383,-0.016587
"366","22/10/2016","West Ham","Sunderland",1,0,"Olympic Stadium","60,000",51.5383,-0.016587
"367","5/11/2016","West Ham","Stoke",1,1,"Olympic Stadium","60,000",51.5383,-0.016587
"368","3/12/2016","West Ham","Arsenal",1,5,"Olympic Stadium","60,000",51.5383,-0.016587
"369","14/12/2016","West Ham","Burnley",1,0,"Olympic Stadium","60,000",51.5383,-0.016587
"370","17/12/2016","West Ham","Hull",1,0,"Olympic Stadium","60,000",51.5383,-0.016587
"371","2/1/2017","West Ham","Man United",0,2,"Olympic Stadium","60,000",51.5383,-0.016587
"372","14/01/2017","West Ham","Crystal Palace",3,0,"Olympic Stadium","60,000",51.5383,-0.016587
"373","1/2/2017","West Ham","Man City",0,4,"Olympic Stadium","60,000",51.5383,-0.016587
"374","11/2/2017","West Ham","West Brom",2,2,"Olympic Stadium","60,000",51.5383,-0.016587
"375","6/3/2017","West Ham","Chelsea",1,2,"Olympic Stadium","60,000",51.5383,-0.016587
"376","18/03/2017","West Ham","Leicester",2,3,"Olympic Stadium","60,000",51.5383,-0.016587
"377","8/4/2017","West Ham","Swansea",1,0,"Olympic Stadium","60,000",51.5383,-0.016587
"378","22/04/2017","West Ham","Everton",0,0,"Olympic Stadium","60,000",51.5383,-0.016587
"379","5/5/2017","West Ham","Tottenham",1,0,"Olympic Stadium","60,000",51.5383,-0.016587
"380","14/05/2017","West Ham","Liverpool",0,4,"Olympic Stadium","60,000",51.5383,-0.016587
